Usage,Temp,Hour
0.251,62,23
0.391,65,0
0.281,65,1
0.383,65,2
0.835,65,3
1.281,65,4
0.851,65,5
0.486,65,6
0.277,65,7
0.343,65,8
0.233,65,9
0.245,65,10
0.24,65,11
0.187,65,12
0.192,65,13
0.216,65,14
0.444,65,15
0.271,65,16
0.211,65,17
0.231,65,18
0.243,65,19
0.213,65,20
0.323,65,21
0.436,65,22
0.302,65,23
0.297,70,0
0.337,70,1
0.969,70,2
1.231,70,3
1.1,70,4
0.68,70,5
0.704,70,6
0.261,70,7
0.313,70,8
0.301,70,9
0.268,70,10
0.286,70,11
0.234,70,12
0.243,70,13
0.468,70,14
0.416,70,15
0.738,70,16
2.456,70,17
1.397,70,18
1.402,70,19
1.115,70,20
1.055,70,21
0.437,70,22
0.982,70,23
0.88,76,0
0.334,76,1
1.012,76,2
1.026,76,3
0.226,76,4
1.002,76,5
0.448,76,6
0.314,76,7
0.302,76,8
0.285,76,9
0.344,76,10
0.249,76,11
0.265,76,12
0.263,76,13
0.302,76,14
0.308,76,15
0.475,76,16
0.311,76,17
0.128,76,18
0.474,74,7
0.407,74,8
0.406,74,9
0.302,74,10
0.327,74,11
0.274,74,12
0.248,74,13
0.294,74,14
0.285,74,15
0.262,74,16
0.457,74,17
0.569,74,18
1.008,74,19
1.383,74,20
1.068,74,21
1.174,74,22
0.917,74,23
1.204,77,0
0.846,77,1
0.852,77,2
0.596,77,3
2.613,77,4
1.911,77,5
0.493,77,6
0.365,77,7
0.347,77,8
0.307,77,9
0.314,77,10
0.25,77,11
0.255,77,12
0.305,77,13
0.27,77,14
0.483,77,15
0.301,77,16
0.399,77,17
0.318,77,18
0.289,77,19
0.372,77,20
0.414,77,21
0.344,77,22
0.274,77,23
0.38,82,0
0.35,82,1
0.373,82,2
0.973,82,3
0.929,82,4
0.848,82,5
0.378,82,6
0.304,82,7
0.252,82,8
0.412,82,9
0.269,82,10
0.286,82,11
0.315,82,12
0.363,82,13
0.253,82,14
0.521,82,15
0.266,82,16
0.208,82,17
0.304,82,18
0.249,82,19
0.201,82,20
0.287,82,21
0.354,82,22
0.349,82,23
0.419,81,0
0.637,81,1
1.045,81,2
2.632,81,3
1.998,81,4
0.837,81,5
0.836,81,6
0.561,81,7
0.348,81,8
0.416,81,9
0.301,81,10
0.316,81,11
0.28,81,12
0.228,81,13
0.357,81,14
0.269,81,15
0.31,81,16
0.654,81,17
0.786,81,18
0.835,81,19
1.057,81,20
1.404,81,21
1.228,81,22
0.963,81,23
0.858,71,0
1.216,71,1
0.596,71,2
0.412,71,3
0.514,71,4
0.543,71,5
0.517,71,6
0.31,71,7
0.313,71,8
0.322,71,9
0.332,71,10
0.263,71,11
0.321,71,12
0.28,71,13
0.48,71,14
0.35,71,15
0.604,71,16
0.248,71,17
0.34,71,18
1.088,71,19
0.248,71,20
0.313,71,21
0.391,71,22
0.347,71,23
0.413,66,0
0.938,66,1
0.758,66,2
0.572,66,3
0.489,66,4
0.439,66,5
0.278,66,6
0.218,66,7
0.288,66,8
0.357,66,9
0.346,66,10
0.251,66,11
0.31,66,12
0.289,66,13
0.239,66,14
0.673,66,15
0.298,66,16
0.359,66,17
0.271,66,18
0.352,66,19
0.433,66,20
0.407,66,21
0.331,66,22
0.385,66,23
0.476,68,0
0.366,68,1
0.378,68,2
0.441,68,3
0.793,68,4
0.684,68,5
0.444,68,6
0.384,68,7
0.31,68,8
0.245,68,9
0.252,68,10
0.295,68,11
0.309,68,12
0.244,68,13
0.256,68,14
0.286,68,15
0.512,68,16
0.379,68,17
0.747,68,18
0.507,68,19
0.948,68,20
0.343,68,21
0.259,68,22
0.396,68,23
0.683,65,0
1.084,65,1
1.426,65,2
0.831,65,3
0.591,65,4
0.462,65,5
0.786,65,6
0.58,65,7
0.467,65,8
0.25,65,9
0.248,65,10
0.292,65,11
0.258,65,12
0.253,65,13
0.237,65,14
0.247,65,15
0.425,65,16
0.689,65,17
0.718,65,18
0.548,65,19
0.646,65,20
0.684,65,21
0.368,65,22
0.687,65,23
0.472,61,0
0.536,61,1
0.734,61,2
0.597,61,3
0.639,61,4
0.475,61,5
0.47,61,6
0.278,61,7
0.323,61,8
0.289,61,9
0.269,61,10
0.23,61,11
0.227,61,12
0.203,61,13
0.215,61,14
0.584,61,15
0.332,61,16
0.305,61,17
0.23,61,18
1.369,61,19
0.785,61,20
1.535,61,21
0.938,61,22
0.24,61,23
0.271,65,0
0.225,65,1
0.35,65,2
1.066,65,3
0.532,65,4
0.528,65,5
0.373,65,6
0.877,65,7
0.222,65,8
0.23,65,9
0.221,65,10
0.831,65,11
0.197,65,12
0.258,65,13
1.057,65,14
0.488,65,15
0.349,65,16
1.928,65,17
1.668,65,18
0.957,65,19
1.284,65,20
0.883,65,21
0.907,65,22
1.946,65,23
0.621,67,0
3.808,67,1
0.569,67,2
1.317,67,3
0.49,67,4
0.443,67,5
0.325,67,6
0.207,67,7
0.218,67,8
0.257,67,9
0.224,67,10
0.234,67,11
0.251,67,12
1.657,67,13
0.223,67,14
0.665,67,15
0.543,67,16
0.294,67,17
0.386,67,18
0.347,67,19
0.263,67,20
0.225,67,21
0.282,67,22
0.361,67,23
0.32,64,0
0.342,64,1
0.732,64,2
0.411,64,3
0.385,64,4
0.302,64,5
0.355,64,6
0.388,64,7
0.343,64,8
0.234,64,9
0.236,64,10
0.183,64,11
0.224,64,12
0.176,64,13
0.198,64,14
0.437,64,15
0.238,64,16
0.205,64,17
0.296,64,18
0.213,64,19
0.213,64,20
0.264,64,21
0.231,64,22
0.221,64,23
0.233,66,0
0.484,66,1
1.395,66,2
1.229,66,3
1.012,66,4
1.006,66,5
0.459,66,6
0.25,66,7
0.291,66,8
0.324,66,9
0.259,66,10
0.297,66,11
0.254,66,12
0.262,66,13
0.27,66,14
0.344,66,15
0.263,66,16
0.178,66,17
0.228,66,18
0.171,66,19
0.21,66,20
0.23,66,21
0.268,66,22
0.309,66,23
0.241,66,0
0.891,66,1
0.884,66,2
0.769,66,3
0.467,66,4
0.502,66,5
0.484,66,6
0.269,66,7
0.191,66,8
0.229,66,9
0.169,66,10
0.223,66,11
0.221,66,12
0.302,66,13
0.645,66,14
1.195,66,15
0.631,66,16
0.283,66,17
0.206,66,18
0.216,66,19
0.188,66,20
0.21,66,21
0.186,66,22
0.209,66,23
0.221,70,0
0.246,70,1
0.297,70,2
0.254,70,3
0.252,70,4
0.192,70,5
0.23,70,6
0.205,70,7
0.208,70,8
0.226,70,9
0.194,70,10
0.22,70,11
0.16,70,12
0.217,70,13
0.179,70,14
0.199,70,15
0.21,70,16
0.222,70,17
0.287,70,18
0.217,70,19
0.235,70,20
0.193,70,21
0.222,70,22
0.171,70,23
0.218,74,0
0.215,74,1
0.52,74,2
0.476,74,3
0.623,74,4
0.446,74,5
0.375,74,6
0.415,74,7
0.312,74,8
0.177,74,9
0.205,74,10
0.216,74,11
0.205,74,12
0.24,74,13
0.196,74,14
0.48,74,15
0.292,74,16
0.223,74,17
0.265,74,18
0.244,74,19
0.245,74,20
0.314,74,21
0.38,74,22
0.273,74,23
0.253,76,0
0.265,76,1
0.283,76,2
0.59,76,3
0.454,76,4
0.505,76,5
0.311,76,6
0.239,76,7
0.266,76,8
0.214,76,9
0.203,76,10
0.201,76,11
0.327,76,12
0.216,76,13
0.242,76,14
0.435,76,15
0.222,76,16
0.219,76,17
0.202,76,18
0.239,76,19
0.225,76,20
0.191,76,21
0.222,76,22
0.193,76,23
0.265,77,0
0.27,77,1
0.556,77,2
1.077,77,3
0.872,77,4
0.684,77,5
0.416,77,6
0.327,77,7
0.256,77,8
0.25,77,9
0.27,77,10
0.22,77,11
0.247,77,12
0.23,77,13
0.218,77,14
0.482,77,15
0.369,77,16
0.235,77,17
0.194,77,18
0.24,77,19
0.226,77,20
0.241,77,21
0.22,77,22
0.192,77,23
0.277,77,0
0.218,77,1
0.868,77,2
0.962,77,3
0.975,77,4
0.693,77,5
0.667,77,6
0.279,77,7
0.207,77,8
0.206,77,9
0.269,77,10
0.224,77,11
0.241,77,12
0.251,77,13
0.224,77,14
0.429,77,15
0.229,77,16
0.189,77,17
0.256,77,18
0.314,77,19
0.272,77,20
0.199,77,21
0.215,77,22
0.266,77,23
0.211,72,0
0.316,72,1
0.256,72,2
0.44,72,3
0.424,72,4
0.416,72,5
0.351,72,6
0.317,72,7
0.323,72,8
0.322,72,9
0.253,72,10
0.217,72,11
0.226,72,12
0.182,72,13
0.265,72,14
0.398,72,15
0.205,72,16
0.207,72,17
0.25,72,18
0.238,72,19
0.23,72,20
0.273,72,21
0.296,72,22
0.324,72,23
0.21,64,0
0.267,64,1
0.229,64,2
0.511,64,3
0.506,64,4
0.416,64,5
0.372,64,6
0.29,64,7
0.31,64,8
0.239,64,9
0.266,64,10
0.257,64,11
0.228,64,12
0.259,64,13
0.214,64,14
0.221,64,15
0.21,64,16
0.245,64,17
0.361,64,18
0.242,64,19
0.346,64,20
0.272,64,21
0.243,64,22
0.268,64,23
0.299,57,0
0.484,57,1
2.076,57,2
1.578,57,3
0.785,57,4
0.245,57,5
0.246,57,6
0.255,57,7
0.341,57,8
0.266,57,9
0.241,57,10
0.251,57,11
0.346,57,12
0.218,57,13
0.255,57,14
0.257,57,15
0.272,57,16
0.78,57,17
0.35,57,18
0.432,57,19
0.596,57,20
0.658,57,21
0.946,57,22
1.036,57,23
0.292,62,0
0.591,62,1
0.785,62,2
3.138,62,3
1.851,62,4
0.566,62,5
0.39,62,6
0.213,62,7
0.238,62,8
0.194,62,9
0.204,62,10
0.212,62,11
0.294,62,12
0.359,62,13
0.423,62,14
0.471,62,15
0.314,62,16
0.229,62,17
0.289,62,18
0.223,62,19
0.275,62,20
0.222,62,21
0.265,62,22
0.222,62,23
0.285,65,0
0.523,65,1
1.902,65,2
1.671,65,3
1.019,65,4
0.963,65,5
0.288,65,6
0.237,65,7
0.209,65,8
0.239,65,9
0.21,65,10
0.231,65,11
0.195,65,12
0.231,65,13
0.191,65,14
1.884,65,15
0.97,65,16
0.188,65,17
0.198,65,18
0.289,65,19
0.203,65,20
0.233,65,21
0.192,65,22
0.24,65,23
0.191,61,0
0.244,61,1
0.166,61,2
0.226,61,3
0.165,61,4
0.442,61,5
0.44,61,6
0.263,61,7
0.19,61,8
0.272,61,9
0.251,61,10
0.223,61,11
0.178,61,12
0.21,61,13
0.179,61,14
1.925,61,15
1.811,61,16
0.362,61,17
0.21,61,18
0.213,61,19
0.197,61,20
0.227,61,21
0.181,61,22
0.234,61,23
0.258,60,0
0.243,60,1
0.166,60,2
3.279,60,3
2.233,60,4
0.621,60,5
0.186,60,6
0.201,60,7
0.179,60,8
0.27,60,9
0.22,60,10
0.207,60,11
0.186,60,12
0.198,60,13
0.621,60,14
0.685,60,15
0.546,60,16
0.195,60,17
0.229,60,18
0.173,60,19
0.229,60,20
0.17,60,21
0.217,60,22
0.198,60,23
0.165,60,0
0.877,60,1
1.035,60,2
0.401,60,3
0.735,60,4
0.347,60,5
0.276,60,6
0.429,60,7
0.24,60,8
0.179,60,9
0.21,60,10
0.209,60,11
0.182,60,12
0.213,60,13
0.677,60,14
0.688,60,15
0.276,60,16
0.19,60,17
0.164,60,18
0.224,60,19
0.237,60,20
0.25,60,21
1.298,60,22
1.261,60,23
1.818,62,0
1.044,62,1
0.343,62,2
0.315,62,3
0.863,62,4
1.498,62,5
1.206,62,6
0.258,62,7
0.186,62,8
0.187,62,9
0.209,62,10
0.219,62,11
0.299,62,12
0.19,62,13
0.721,62,14
0.177,62,15
1.573,62,16
1.294,62,17
1.343,62,18
0.833,62,19
1.517,62,20
0.841,62,21
0.891,62,22
0.93,62,23
0.662,64,0
0.838,64,1
1.103,64,2
0.83,64,3
0.934,64,4
1.024,64,5
0.246,64,6
0.269,64,7
0.176,64,8
0.225,64,9
0.178,64,10
0.206,64,11
0.189,64,12
0.186,64,13
0.21,64,14
0.232,64,15
0.289,64,16
0.625,64,17
0.264,64,18
0.361,64,19
0.399,64,20
0.524,64,21
0.565,64,22
0.375,64,23
0.277,44,9
2.261,44,10
4.704,44,11
4.954,44,12
4.405,44,13
3.926,44,15
1.664,44,16
2.039,44,17
1.557,44,18
1.543,44,19
1.562,44,20
1.913,44,21
1.785,44,22
5.236,44,23
4.899,44,0
3.49,44,1
3.559,44,2
3.389,44,3
3.116,44,4
1.721,44,5
1.607,44,6
1.731,44,7
2.216,44,8
1.683,44,9
2.907,44,10
5.007,44,11
4.604,44,12
6.215,44,14
4.996,44,15
1.763,44,16
1.647,44,17
1.602,44,18
1.89,44,19
1.616,44,20
1.615,44,21
1.612,44,22
4.12,44,23
4.933,44,0
3.302,44,1
3.256,44,2
2.781,44,3
3.835,44,4
1.737,44,5
1.621,44,6
1.902,44,7
1.704,44,8
1.714,44,9
1.929,44,10
4.797,44,11
5.109,44,12
5.84,44,15
2.787,44,16
1.907,44,17
2.263,44,18
2.561,44,19
1.878,44,20
1.908,44,21
2.045,44,22
5.974,44,23
5.677,45,0
4.895,45,1
5.862,45,2
3.243,45,3
2.646,45,4
2.201,45,5
1.695,45,6
1.669,45,7
1.773,45,8
2.086,45,9
1.766,45,10
4.252,45,11
5.506,45,12
4.644,45,15
2.242,45,16
1.749,45,17
1.988,45,18
1.664,45,19
1.685,45,20
1.649,45,21
1.623,45,22
5.601,45,23
4.516,48,0
3.716,48,1
3.471,48,2
2.991,48,3
3.102,48,4
3.606,48,5
2.105,48,6
2.543,48,7
1.859,48,8
1.856,48,9
1.869,48,10
3.936,48,11
5.121,48,12
5.867,48,13
4.628,48,14
5.4,48,15
2.143,48,16
2.167,48,17
1.731,48,18
1.732,48,19
1.745,48,20
1.736,48,21
2.016,48,22
5.085,48,23
5.341,48,0
4.024,48,1
3.464,48,2
3.451,48,3
3.487,48,4
2.444,48,5
2.278,48,6
2.27,48,7
1.862,48,8
1.843,48,9
1.807,48,10
4.268,48,11
5.177,48,12
6.511,48,13
4.979,48,15
2.554,48,16
1.722,48,17
2.178,48,18
1.73,48,19
1.707,48,20
1.765,48,21
2.038,48,22
3.824,48,23
4.573,44,0
3.215,44,1
3.043,44,2
2.471,44,3
2.828,44,4
2.123,44,5
2.403,44,6
1.69,44,7
1.856,44,8
1.799,44,9
1.782,44,10
2.451,44,11
4.948,44,12
4.82,44,13
5.16,44,14
4.675,44,15
3.731,44,16
1.715,44,17
2.175,44,18
1.771,44,19
1.725,44,20
1.798,44,21
1.741,44,22
4.498,44,23
5.119,44,0
3.482,44,1
3.476,44,2
3.909,44,3
3.683,44,4
2.309,44,5
1.872,44,6
1.741,44,7
1.86,44,8
2.145,44,9
2.769,44,10
5.018,44,11
4.666,44,12
6.214,44,14
4.148,44,15
1.802,44,16
1.847,44,17
2.105,44,18
1.779,44,19
1.787,44,20
1.791,44,21
2.053,44,22
5.515,44,23
5.011,46,0
3.14,46,1
2.713,46,2
2.649,46,3
2.827,46,4
1.811,46,5
1.825,46,6
1.726,46,7
1.784,46,8
1.777,46,9
2.187,46,10
5.156,46,11
4.6,46,12
6.157,46,15
2.08,46,16
1.841,46,17
1.822,46,18
1.812,46,19
1.782,46,20
2.145,46,21
1.683,46,22
3.366,46,23
5.121,56,0
3.084,56,1
2.622,56,2
2.059,56,3
3.989,56,4
4.995,56,5
1.772,56,6
2.357,56,7
1.782,56,8
2.123,56,9
1.775,56,10
2.18,56,11
4.992,56,12
4.442,56,13
3.345,56,14
3.586,56,15
1.881,56,16
2.018,56,17
3.352,56,18
5.672,56,19
1.926,56,20
1.698,56,21
1.784,56,22
1.666,56,23
2.253,56,0
2.089,56,1
1.97,56,2
1.785,56,3
1.8,56,4
2.06,56,5
1.68,56,6
1.079,56,7
0.955,56,8
1.008,56,9
1.038,56,10
1.073,56,11
2.954,56,12
3.779,56,13
6.117,56,15
1.649,56,16
2.418,56,17
1.764,56,18
1.618,56,19
1.667,56,20
1.669,56,21
1.636,56,22
1.609,56,23
3.586,54,0
2.555,54,1
1.683,54,2
1.733,54,3
1.668,54,4
1.759,54,5
2.068,54,6
1.485,54,7
0.996,54,8
1.048,54,9
1.093,54,10
1.037,54,11
4.014,54,12
5.858,54,13
4.424,54,14
4.025,54,15
2.214,54,16
2.068,54,17
1.68,54,18
1.61,54,19
1.629,54,20
1.607,54,21
1.605,54,22
1.911,54,23
3.219,54,0
2.791,54,1
3.804,54,2
2.527,54,3
2.2,54,4
2.133,54,5
1.868,54,6
1.114,54,7
1.056,54,8
1.166,54,9
1.603,54,10
1.182,54,11
4.375,54,12
5.099,54,13
4.472,54,14
3.979,54,15
4.128,54,17
2.098,54,18
1.712,54,19
1.676,54,20
1.667,54,21
1.664,54,22
1.652,54,23
3.261,60,0
2.373,60,1
1.686,60,2
2.612,60,3
1.775,60,4
1.671,60,5
1.666,60,6
1.132,60,7
1.33,60,8
1.168,60,9
1.156,60,10
1.107,60,11
3.267,60,12
3.48,60,13
4.991,60,14
5.419,60,15
1.626,60,16
2.002,60,17
1.64,60,18
1.607,60,19
1.628,60,20
2.1,60,21
2.163,60,22
1.694,60,23
1.65,58,0
2.434,58,1
3.703,58,2
1.799,58,3
2.04,58,4
2.216,58,5
2.182,58,6
1.114,58,7
0.923,58,8
1.029,58,9
1.355,58,10
1,58,11
1.575,58,12
3.856,58,13
5.718,58,14
2.283,58,15
3.033,58,16
2.277,58,17
2.136,58,18
1.661,58,19
1.724,58,20
1.766,58,21
1.712,58,22
1.952,58,23
1.661,58,0
1.695,58,1
1.984,58,2
1.717,58,3
1.665,58,4
1.531,58,5
1.533,58,6
0.813,58,7
0.835,58,8
0.911,58,9
0.94,58,10
0.916,58,11
2.335,58,12
3.999,58,13
4.033,58,14
2.918,58,15
1.796,58,16
1.937,58,17
1.517,58,18
1.459,58,19
1.527,58,20
1.481,58,21
1.46,58,22
1.434,58,23
1.991,60,0
1.432,60,1
1.44,60,2
1.431,60,3
1.421,60,4
1.433,60,5
1.773,60,6
0.76,60,7
0.761,60,8
0.836,60,9
0.944,60,10
0.902,60,11
1.651,60,12
3.721,60,13
1.906,60,14
2.264,60,15
1.826,60,16
1.462,60,17
1.524,60,18
2.028,60,19
1.458,60,20
1.564,60,21
1.656,60,22
1.69,60,23
1.475,60,0
1.416,60,1
1.516,60,2
1.805,60,3
1.437,60,4
1.478,60,5
1.526,60,6
0.802,60,7
0.699,60,8
0.741,60,9
0.724,60,10
0.791,60,11
0.896,60,12
2.096,60,13
4.99,60,14
3.315,60,15
2.123,60,16
1.289,60,17
1.657,60,18
1.279,60,19
1.271,60,20
1.327,60,21
1.452,60,22
1.647,60,23
1.377,58,0
2.177,58,1
1.602,58,2
1.784,58,3
1.886,58,4
1.92,58,5
2.023,58,6
1.622,58,7
0.771,58,8
0.795,58,9
0.835,58,10
1.169,58,11
0.898,58,12
1.592,58,13
3.686,58,14
5.184,58,16
1.819,58,17
1.444,58,18
1.423,58,19
1.261,58,20
1.495,58,21
1.549,58,22
1.844,58,23
1.908,55,0
2.859,55,1
5.329,55,2
2.845,55,3
2.407,55,4
2.396,55,5
1.965,55,6
1.324,55,7
0.895,55,8
0.993,55,9
1.093,55,10
1.11,55,11
3.066,55,12
4.08,55,13
6.552,55,14
5.531,55,15
1.679,55,16
1.536,55,17
1.875,55,18
1.518,55,19
1.514,55,20
1.504,55,21
1.802,55,22
1.494,55,23
3.055,57,0
2.956,57,1
2.158,57,2
1.92,57,3
2.131,57,4
2.378,57,5
2.05,57,6
1.025,57,7
0.97,57,8
1.414,57,9
1,57,10
1.14,57,11
4.138,57,12
5.718,57,14
3.567,57,15
3.629,57,16
1.54,57,17
1.891,57,18
1.529,57,19
1.486,57,20
1.513,57,21
1.527,57,22
1.791,57,23
2.012,59,0
1.821,59,1
1.468,59,2
1.465,59,3
1.755,59,4
1.462,59,5
1.463,59,6
0.929,59,7
0.899,59,8
1.252,59,9
0.986,59,10
1.009,59,11
3.963,59,12
4.309,59,13
2.747,59,14
5.014,59,15
1.597,59,16
1.856,59,17
4.327,59,18
1.562,59,19
2.001,59,20
1.723,59,21
1.751,59,22
2.177,59,23
1.512,53,0
1.358,53,1
1.327,53,2
1.667,53,3
1.767,53,4
1.972,53,5
1.619,53,6
1.159,53,7
1.294,53,8
1.129,53,9
1.233,53,10
1.207,53,11
2.194,53,12
3.731,53,13
2.132,53,15
2.082,53,16
1.997,53,17
1.811,53,18
1.973,53,19
1.963,53,20
2.249,53,21
1.969,53,22
2.069,53,23
1.75,54,0
2.89,54,1
2.659,54,2
1.738,54,3
1.675,54,4
1.568,54,5
1.588,54,6
1.167,54,7
1.286,54,8
1.46,54,9
1.298,54,10
1.208,54,11
4.204,54,12
4.294,54,13
4.778,54,14
3.402,54,15
2.586,54,16
1.747,54,17
1.83,54,18
1.73,54,19
1.695,54,20
1.801,54,21
1.711,54,22
2.078,54,23
1.781,52,0
1.68,52,1
2.027,52,2
2.032,52,3
1.838,52,4
1.436,52,5
1.179,52,6
1.063,52,7
1.222,52,8
1.803,52,9
1.288,52,10
1.161,52,11
3.102,52,12
3.614,52,14
5.203,52,15
1.581,52,16
1.552,52,17
1.566,52,18
1.9,52,19
1.547,52,20
1.514,52,21
1.536,52,22
1.754,52,23
3.741,54,0
3.151,54,1
2.708,54,2
1.779,54,3
1.866,54,4
1.604,54,5
1.404,54,6
1.076,54,7
1.232,54,8
1.229,54,9
1.691,54,10
1.255,54,11
4.415,54,12
4.311,54,13
4.184,54,14
4.255,54,15
3,54,16
1.542,54,17
1.536,54,18
1.847,54,19
1.525,54,20
1.541,54,21
1.525,54,22
1.528,54,23
2.682,49,0
2.7,49,1
2.119,49,2
2.283,49,3
2.401,49,4
2.355,49,5
1.572,49,6
1.523,49,7
1.62,49,8
1.559,49,9
1.683,49,10
3.631,49,11
4.76,49,12
3.652,49,15
1.862,49,16
2.304,49,17
1.876,49,18
1.777,49,19
1.807,49,20
1.78,49,21
2.572,49,22
1.775,49,23
3.819,52,0
3.394,52,1
2.443,52,2
2.053,52,3
2.322,52,4
2.151,52,5
2.225,52,6
1.725,52,7
1.821,52,8
1.874,52,9
1.768,52,10
3.989,52,11
5.353,52,12
4.694,52,13
6.26,52,14
3.9,52,15
1.955,52,16
2.319,52,17
1.925,52,18
1.893,52,19
1.858,52,20
1.839,52,21
1.797,52,22
2.123,52,23
3.904,55,0
2.531,55,1
1.249,55,2
0.91,55,3
1.57,55,4
0.796,55,5
0.84,55,6
0.574,55,7
0.662,55,8
0.636,55,9
1.519,55,10
2.473,55,11
4.051,55,12
3.57,55,13
3.958,55,14
5.818,55,15
1.899,55,16
1.852,55,17
2.198,55,18
1.805,55,19
1.832,55,20
1.721,55,21
1.719,55,22
1.769,55,23
2.604,56,0
1.697,56,1
1.106,56,2
1.08,56,3
0.797,56,4
0.75,56,5
0.638,56,6
0.571,56,7
1.179,56,8
0.64,56,9
0.989,56,10
0.827,56,11
3.874,56,12
4.787,56,13
3.088,56,15
1.844,56,16
2.225,56,17
1.92,56,18
4.902,56,19
6.356,56,20
6.493,56,21
5.22,56,22
4.23,56,23
3.14,56,0
1.748,56,1
4.093,56,2
2.447,56,3
1.331,56,4
0.94,56,5
0.877,56,6
1.147,56,7
0.866,56,8
0.871,56,9
0.877,56,10
0.88,56,11
4.135,56,12
4.409,56,13
3.542,56,14
3.182,56,15
2.798,56,16
2.271,56,17
1.851,56,18
1.968,56,19
1.865,56,20
2.917,56,21
5.339,56,22
1.762,56,23
2.85,51,0
1.29,51,1
1.301,51,2
1.154,51,3
1.208,51,4
1.384,51,5
0.915,51,6
0.717,51,7
0.582,51,8
0.731,51,9
0.718,51,10
0.7,51,11
1.866,51,12
5.226,51,13
5.196,51,14
1.851,51,15
2.16,51,16
1.843,51,17
1.716,51,18
1.836,51,19
1.811,51,20
1.991,51,21
1.848,51,22
1.805,51,23
2.388,48,0
2.713,48,1
4.978,48,2
3.811,48,3
2.801,48,4
1.711,48,5
0.93,48,6
0.649,48,7
0.721,48,8
0.706,48,9
0.702,48,10
3.488,48,11
4.529,48,12
5.669,48,13
5.147,48,15
1.858,48,16
1.84,48,17
2.175,48,18
1.842,48,19
1.843,48,20
1.832,48,21
1.841,48,22
1.738,48,23
4.478,50,0
2.851,50,1
3.026,50,2
2.398,50,3
1.848,50,4
1.537,50,5
0.77,50,6
0.613,50,7
1.58,50,8
0.679,50,9
0.677,50,10
2.186,50,11
3.972,50,12
6.455,50,13
3.864,50,14
2.607,50,15
2.202,50,16
1.827,50,17
1.847,50,18
1.837,50,19
1.817,50,20
2.046,50,21
2.668,50,22
2.001,50,23
5.261,54,0
3.642,54,1
2.727,54,2
3.343,54,3
3.332,54,4
2.584,54,5
2.176,54,6
1.971,54,7
2.657,54,8
2.101,54,9
2.083,54,10
3.61,54,11
5.581,54,12
6.242,54,14
5.479,54,15
2.92,54,16
3.124,54,17
2.876,54,18
2.767,54,19
2.844,54,20
3.006,54,21
3.354,54,22
3.119,54,23
1.847,53,0
1.77,53,1
3.662,53,2
2.975,53,3
2.208,53,4
2.156,53,5
1.749,53,6
1.852,53,7
1.588,53,8
1.659,53,9
1.703,53,10
1.708,53,11
2.898,53,12
5.085,53,13
5.328,53,14
4.324,53,16
4.476,53,17
4.155,53,18
2.189,53,19
2.11,53,20
1.504,53,21
1.753,53,22
1.468,53,23
1.443,58,0
1.008,58,1
0.81,58,2
1.315,58,3
1.304,58,4
1.321,58,5
1.796,58,6
1.07,58,7
1.172,58,8
1.198,58,9
1.172,58,10
1.181,58,11
3.271,58,12
5.498,58,13
6.143,58,14
1.873,58,15
1.74,58,16
1.599,58,17
4.311,58,18
4.684,58,19
1.579,58,20
1.593,58,21
1.974,58,22
2.164,58,23
1.435,56,0
1.118,56,1
1.117,56,2
1.479,56,3
1.168,56,4
1.208,56,5
1.175,56,6
1.001,56,7
1.246,56,8
1.226,56,9
1.242,56,10
1.847,56,11
4.624,56,12
4.518,56,13
3.041,56,14
2.785,56,15
1.646,56,16
1.63,56,17
1.722,56,18
1.932,56,19
1.885,56,20
1.948,56,21
1.788,56,22
2.133,56,23
2.03,57,0
1.385,57,1
1.581,57,2
1.374,57,3
1.332,57,4
1.284,57,5
1.214,57,6
1.117,57,7
1.242,57,8
1.252,57,9
1.271,57,10
1.857,57,11
1.272,57,12
3.077,57,13
5.448,57,14
1.636,57,15
1.349,57,16
1.695,57,17
1.357,57,18
1.361,57,19
1.353,57,20
1.398,57,21
1.469,57,22
1.685,57,23
1.691,59,0
1.075,59,1
1.478,59,2
1.58,59,3
1.612,59,4
1.479,59,5
1.268,59,6
1.111,59,7
1.102,59,8
1.107,59,9
1.774,59,10
1.45,59,11
2.839,59,12
3.264,59,13
3.111,59,14
3.539,59,15
5.068,59,16
3.598,59,17
1.791,59,18
1.366,59,19
1.362,59,20
1.361,59,21
1.363,59,22
1.362,59,23
1.936,62,0
2.098,62,1
1.111,62,2
1.411,62,3
1.968,62,4
1.5,62,5
1.209,62,6
0.942,62,7
1.161,62,8
1.162,62,9
1.168,62,10
1.174,62,11
1.178,62,12
4.621,62,13
2.004,62,15
1.355,62,16
1.722,62,17
1.355,62,18
1.348,62,19
1.487,62,20
1.561,62,21
1.559,62,22
1.891,62,23
1.44,63,0
1.074,63,1
1.402,63,2
1.754,63,3
1.984,63,4
1.631,63,5
1.338,63,6
1.059,63,7
1.151,63,8
1.179,63,9
1.154,63,10
1.452,63,11
1.163,63,12
2.12,63,13
5.245,63,14
4.312,63,15
2.17,63,16
1.371,63,17
1.737,63,18
1.463,63,19
1.599,63,20
1.536,63,21
1.537,63,22
1.535,63,23
1.816,66,0
1.237,66,1
1.162,66,2
1.409,66,3
5.382,66,4
3.003,66,6
0.969,66,7
1.183,66,8
1.332,66,9
1.105,66,10
1.128,66,11
1.134,66,12
1.426,66,13
5.18,66,14
1.928,66,15
1.337,66,16
