Usage,Temp,Hour
0.339,78,8
0.417,78,9
0.475,78,10
0.263,78,11
1.051,78,12
1.308,78,13
2.928,78,14
2.463,78,15
3.661,78,16
2.213,78,17
2.903,78,18
3.582,78,19
3.08,78,20
1.989,78,21
1.83,78,22
4.172,78,23
2.256,76,0
2.738,76,1
0.447,76,2
1.031,76,3
1.383,76,4
0.695,76,5
0.486,76,6
0.479,76,7
0.2,76,8
0.891,76,9
0.479,76,10
0.541,76,11
2.094,76,12
2.982,76,13
0.2,76,14
1.046,76,15
0.525,76,16
0.79,76,17
0.743,76,18
0.487,76,19
1.279,76,20
3.166,76,21
1.409,76,22
2.106,76,23
1.296,77,0
1.43,77,1
0.788,77,2
2.407,77,3
0.605,77,4
0.649,77,5
0.51,77,6
0.913,77,7
0.447,77,8
0.835,77,9
0.504,77,10
0.443,77,11
1.222,77,12
1.487,77,13
0.265,77,14
4.123,77,15
1.061,77,16
0.25,77,17
0.614,77,18
1.373,77,19
1.112,77,20
0.81,77,21
1.975,77,22
1.735,77,23
3.148,77,0
1.397,77,1
1.221,77,2
2.372,77,3
0.671,77,4
0.64,77,5
0.517,77,6
0.569,77,7
0.653,77,8
0.507,77,9
0.471,77,10
0.44,77,11
0.736,77,12
2.324,77,13
1.39,77,14
2.843,77,15
1.501,77,16
1.511,77,17
2.868,77,18
1.891,77,19
2.475,77,20
2.116,77,21
3.126,77,22
0.718,77,23
0.209,80,0
0.643,80,1
0.233,80,2
0.2,80,3
0.214,80,4
2.982,80,5
0.961,80,6
0.888,80,7
0.552,80,8
0.474,80,9
0.654,80,10
0.582,80,11
0.924,80,12
3.133,80,13
2.714,80,14
1.203,80,15
0.953,80,16
0.965,80,17
1.014,80,18
1.566,80,19
3.646,80,20
2.674,80,21
0.889,80,22
0.242,80,23
2.218,82,0
1.926,82,1
0.484,82,2
2.659,82,3
2.707,82,4
1.265,82,5
0.879,82,6
1.226,82,7
0.508,82,8
0.75,82,9
0.619,82,10
1.207,82,11
1.234,82,12
0.437,82,13
0.388,82,14
3.769,82,15
4.426,82,16
2.307,82,17
2.706,82,18
0.201,82,19
0.224,82,20
0.22,82,21
0.202,82,22
0.193,82,23
0.657,75,0
1.956,75,1
1.406,75,2
4.88,75,3
1.259,75,4
1.134,75,5
1.094,75,6
1.192,75,7
0.513,75,8
0.758,75,9
0.477,75,10
0.785,75,11
0.993,75,12
1.164,75,13
1.873,75,14
3.33,75,15
2.531,75,16
0.448,75,17
1.07,75,18
3.389,75,19
2.912,75,20
2.675,75,21
1.581,75,22
2.426,75,23
0.622,66,0
0.47,66,1
0.801,66,2
2.137,66,3
0.211,66,4
0.232,66,5
0.242,66,6
0.678,66,7
0.207,66,8
0.194,66,9
0.193,66,10
0.213,66,11
0.714,66,12
2.517,66,13
1.073,66,14
2.021,66,15
0.574,66,16
0.358,66,17
0.2,66,18
0.24,66,19
0.778,66,20
1.055,66,21
2.909,66,22
0.234,66,23
0.927,67,0
1.322,67,1
0.453,67,2
0.758,67,3
3.331,67,4
0.725,67,5
0.28,67,6
0.724,67,7
0.371,67,8
0.253,67,9
0.209,67,10
0.215,67,11
1.238,67,12
1.985,67,13
0.343,67,14
0.27,67,15
1.124,67,16
1.234,67,17
0.249,67,18
0.323,67,19
1.405,67,20
0.911,67,21
0.242,67,22
0.192,67,23
0.309,63,0
1.082,63,1
0.331,63,2
0.293,63,3
2.634,63,4
0.27,63,5
0.301,63,6
0.665,63,7
0.212,63,8
0.183,63,9
0.213,63,10
0.312,63,11
1.085,63,12
2.344,63,13
0.219,63,14
0.196,63,15
0.629,63,16
0.219,63,17
0.216,63,18
0.189,63,19
0.777,63,20
0.461,63,21
0.423,63,22
0.909,63,23
0.445,66,0
0.981,66,1
0.308,66,2
0.242,66,3
0.69,66,4
0.233,66,5
0.209,66,6
0.234,66,7
0.199,66,8
0.618,66,9
0.137,66,10
0.147,66,11
2.649,66,12
0.664,66,13
0.816,66,14
0.687,66,15
0.192,66,16
0.118,66,17
0.117,66,18
2.093,66,19
0.86,66,20
0.744,66,21
2.044,66,22
0.199,66,23
0.997,65,0
0.342,65,1
0.34,65,2
1.112,65,3
0.204,65,4
0.595,65,5
0.198,65,6
0.211,65,7
0.222,65,8
0.182,65,9
0.197,65,10
0.215,65,11
0.664,65,12
1.414,65,13
0.682,65,14
0.216,65,15
0.312,65,16
1.278,65,17
0.65,65,18
0.371,65,19
2.149,65,20
0.248,65,21
0.664,65,22
0.27,65,23
1.979,70,0
0.113,70,1
0.354,70,2
0.965,70,3
0.109,70,4
0.121,70,5
0.157,70,6
0.148,70,7
0.134,70,8
0.553,70,9
0.133,70,10
0.138,70,11
0.676,70,12
1.169,70,13
2.882,70,14
0.349,70,15
0.762,70,16
2.21,70,17
2.038,70,18
1.836,70,19
1.877,70,20
1.008,70,21
3.609,70,22
2.859,70,23
0.449,72,0
0.41,72,1
0.331,72,2
0.896,72,3
0.428,72,4
0.752,72,5
0.219,72,6
0.445,72,7
0.308,72,8
0.195,72,9
0.42,72,10
0.872,72,11
1.481,72,12
0.187,72,13
1.763,72,14
1.753,72,15
1.335,72,16
3.725,72,17
0.801,72,18
0.595,72,19
0.137,72,20
0.116,72,21
1.737,72,22
2.211,72,23
1.622,72,0
1.368,72,1
1.189,72,2
1.3,72,3
0.128,72,4
0.408,72,5
0.287,72,6
0.553,72,7
0.28,72,8
0.119,72,9
0.127,72,10
0.15,72,11
0.159,72,12
2.849,72,13
2.544,72,14
2.095,72,15
0.632,72,16
0.784,72,17
0.837,72,18
1.491,72,19
1.308,72,20
1.472,72,21
0.97,72,22
0.159,72,23
0.239,73,0
0.859,73,1
0.703,73,2
3.575,73,3
1.834,73,4
0.447,73,5
0.911,73,6
0.142,73,7
0.4,73,8
0.142,73,9
0.568,73,10
0.141,73,11
0.489,73,12
1.333,73,13
1.519,73,14
2.184,73,15
0.233,73,16
0.173,73,17
0.126,73,18
0.766,73,19
0.139,73,20
1.442,73,21
1.936,73,22
1.133,73,23
0.795,70,0
1.216,70,1
0.522,70,2
0.919,70,3
2.602,70,4
0.488,70,5
0.202,70,6
0.624,70,7
0.122,70,8
0.125,70,9
0.151,70,10
0.126,70,11
0.828,70,12
1.517,70,13
2.775,70,14
0.282,70,15
0.605,70,16
0.154,70,17
0.114,70,18
0.215,70,19
0.661,70,20
0.571,70,21
1.798,70,22
1.057,70,23
1.318,70,0
1.317,70,1
0.453,70,2
2.675,70,3
2.408,70,4
0.692,70,5
0.308,70,6
0.859,70,7
0.214,70,8
0.327,70,9
0.267,70,10
0.301,70,11
0.931,70,12
1.355,70,13
0.791,70,14
2.053,70,15
0.171,70,16
1.712,70,17
1.323,70,18
1.857,70,19
3.081,70,20
0.239,70,21
0.722,70,22
0.934,70,23
0.32,73,0
0.813,73,1
0.299,73,2
0.266,73,3
1.842,73,4
1.053,73,5
0.163,73,6
0.373,73,7
0.121,73,8
0.275,73,9
0.144,73,10
0.759,73,11
0.15,73,12
0.625,73,13
1.543,73,14
1.613,73,15
2.413,73,16
3.74,73,17
1.295,73,18
0.189,73,19
2.626,73,20
2.27,73,21
0.261,73,22
0.21,73,23
0.965,73,0
0.853,73,1
0.336,73,2
2.47,73,3
0.722,73,4
0.646,73,5
0.374,73,6
0.412,73,7
0.592,73,8
0.354,73,9
0.322,73,10
0.318,73,11
0.629,73,12
0.433,73,13
1.072,73,14
0.737,73,15
2.235,73,16
0.15,73,17
0.155,73,18
0.615,73,19
0.287,73,20
3.454,73,21
1.532,73,22
1.044,73,23
1.5,80,0
1.731,80,1
0.82,80,2
0.232,80,3
1.243,80,4
1.364,80,5
0.652,80,6
0.4,80,7
1,80,8
0.422,80,9
0.363,80,10
0.534,80,11
0.833,80,12
0.581,80,13
1.51,80,14
3.937,80,15
1.877,80,16
0.152,80,17
0.144,80,18
2.904,80,19
3.351,80,20
1.896,80,21
1.269,80,22
1.22,80,23
2.939,79,0
1.908,79,1
0.762,79,2
2.366,79,3
2.906,79,4
1.136,79,5
0.625,79,6
0.904,79,7
0.697,79,8
0.385,79,9
1.004,79,10
2.613,79,11
1.483,79,12
1.8,79,13
0.138,79,14
0.153,79,15
0.162,79,16
1.008,79,17
1.056,79,18
2.786,79,19
2.195,79,20
1.846,79,21
2.47,79,22
1.45,79,23
0.167,79,0
2.348,79,1
1.225,79,2
1.049,79,3
2.729,79,4
0.676,79,5
0.661,79,6
0.863,79,7
0.349,79,8
0.592,79,9
0.393,79,10
0.369,79,11
0.394,79,12
1.561,79,13
0.884,79,14
1.891,79,15
2.866,79,16
0.735,79,17
0.493,79,18
3.246,79,19
2.746,79,20
1.59,79,21
0.16,79,22
0.145,79,23
0.124,80,0
1.239,80,1
1.343,80,2
1.375,80,3
2.342,80,4
0.782,80,5
0.399,80,6
0.511,80,7
0.935,80,8
0.572,80,9
0.418,80,10
0.118,80,11
0.936,80,12
2.553,80,13
1.047,80,14
2.119,80,15
0.258,80,16
0.177,80,17
3.109,80,18
3.403,80,19
4.147,80,20
2.007,80,21
0.702,80,22
2.08,80,23
1.948,85,0
1.111,85,1
0.327,85,2
1.82,85,3
0.68,85,4
0.751,85,5
0.635,85,6
0.609,85,7
0.836,85,8
0.681,85,9
0.426,85,10
0.483,85,11
1.804,85,12
1.306,85,13
2.129,85,14
2.014,85,15
0.17,85,16
1.133,85,17
2.705,85,18
2.983,85,19
0.143,85,20
1.963,85,21
1.992,85,22
2.354,85,23
2.391,79,0
1.719,79,1
1.045,79,2
2.727,79,3
1.73,79,4
1.031,79,5
0.811,79,6
0.546,79,7
1.228,79,8
0.462,79,9
0.725,79,10
0.826,79,11
0.204,79,12
1.366,79,13
0.955,79,14
1.76,79,15
2.827,79,16
0.25,79,17
0.492,79,18
1.263,79,19
1.815,79,20
2.826,79,21
0.929,79,22
1.245,79,23
1.654,80,0
1.09,80,1
1.82,80,2
1.93,80,3
0.831,80,4
0.53,80,5
0.497,80,6
0.932,80,7
0.492,80,8
0.481,80,9
0.465,80,10
0.483,80,11
1.061,80,12
1.061,80,13
2.415,80,14
2.402,80,15
1.735,80,16
1.74,80,17
1.704,80,18
1.815,80,19
2.337,80,20
1.985,80,21
0.505,80,22
1.545,80,23
2.072,81,0
1.483,81,1
0.35,81,2
3.922,81,3
2.737,81,4
1.71,81,5
0.889,81,6
0.77,81,7
1.278,81,8
0.748,81,9
0.697,81,10
0.829,81,11
0.783,81,12
0.341,81,13
0.939,81,14
2.575,81,15
3.55,81,16
1.936,81,17
0.238,81,18
1.257,81,19
2.915,81,20
3.071,81,21
1.586,81,22
3.071,81,23
1.548,85,0
1.56,85,1
0.821,85,2
1.519,85,3
1.407,85,4
1.381,85,5
0.926,85,6
1.178,85,7
1.294,85,8
1.1,85,9
0.983,85,10
0.886,85,11
1.802,85,12
1.863,85,13
1.872,85,14
3.125,85,15
0.861,85,16
1.028,85,17
1.523,85,18
2.812,85,19
2.695,85,20
1.691,85,21
2.118,85,22
0.628,85,23
1.878,81,0
1.651,81,1
0.57,81,2
3.103,81,3
2.259,81,4
1.422,81,5
1.104,81,6
0.859,81,7
1.292,81,8
1.112,81,9
0.791,81,10
0.803,81,11
1.735,81,12
1.536,81,13
1.73,81,14
0.283,81,15
0.989,81,16
1.716,81,17
3.299,81,18
2.456,81,19
2.629,81,20
3.272,81,21
0.736,81,22
0.314,81,23
0.425,71,0
0.613,71,1
1.864,71,2
1.419,71,3
1.024,71,4
0.447,71,5
0.921,71,6
0.236,71,7
0.465,71,8
0.259,71,9
0.368,71,10
0.213,71,11
1.014,71,12
2.92,71,13
0.226,71,14
0.721,71,15
0.225,71,16
0.224,71,17
0.52,71,18
2.681,71,19
1.794,71,20
1.349,71,21
1.928,71,22
0.414,71,23
0.392,70,0
0.962,70,1
0.424,70,2
1.075,70,3
0.26,70,4
0.708,70,5
0.817,70,6
0.455,70,7
0.503,70,8
0.263,70,9
0.252,70,10
0.433,70,11
0.962,70,12
1.218,70,13
1.44,70,14
0.728,70,15
0.379,70,16
0.384,70,17
2.64,70,18
1.53,70,19
1.805,70,20
3.681,70,21
1.569,70,22
1.554,70,23
1.561,72,0
1.441,72,1
1.374,72,2
1.658,72,3
0.62,72,4
0.58,72,5
0.948,72,6
0.234,72,7
0.465,72,8
0.249,72,9
0.234,72,10
0.745,72,11
0.353,72,12
0.832,72,13
1.037,72,14
1.329,72,15
0.264,72,16
1.348,72,17
1.72,72,18
0.252,72,19
2.283,72,20
1.616,72,21
2.515,72,22
1.049,72,23
0.239,77,0
0.412,77,1
0.24,77,2
0.794,77,3
1.573,77,4
1.071,77,5
0.259,77,6
0.5,77,7
0.478,77,8
0.231,77,9
0.477,77,10
0.315,77,11
0.546,77,12
0.523,77,13
1.465,77,14
1.564,77,15
1.471,77,16
3.813,77,17
0.393,77,18
1.347,77,19
3.151,77,20
2.316,77,21
2.41,77,22
0.385,77,23
0.512,85,0
0.47,85,1
2.352,85,2
0.938,85,3
0.809,85,4
1.914,85,5
0.823,85,6
0.756,85,7
0.524,85,8
0.716,85,9
1.202,85,10
0.483,85,11
0.706,85,12
1.5,85,13
1.075,85,14
3.159,85,15
1.308,85,16
0.72,85,17
1.256,85,18
2.197,85,19
3.778,85,20
2.416,85,21
3.846,85,22
3.326,85,23
3.107,88,0
3.542,88,1
1.938,88,2
2.175,88,3
0.943,88,4
1.2,88,5
0.851,88,6
0.863,88,7
0.823,88,8
1.245,88,9
0.812,88,10
0.697,88,11
1.571,88,12
1.623,88,13
0.983,88,14
2.027,88,15
3.624,88,16
1.312,88,17
2.036,88,18
2.68,88,19
2.332,88,20
3.349,88,21
2.501,88,22
2.171,88,23
1.915,92,0
2.008,92,1
1.156,92,2
2.278,92,3
1.451,92,4
1.326,92,5
1.2,92,6
1.43,92,7
1.029,92,8
0.834,92,9
1.118,92,10
1.259,92,11
2.47,92,12
2.558,92,13
3.252,92,14
2.501,92,15
0.182,92,16
1.705,92,17
1.858,92,18
2.066,92,19
2.389,92,20
1.875,92,21
2.896,92,22
3.114,92,23
3.414,90,0
2.442,90,1
3.034,90,2
3.039,90,3
2.56,90,4
3,90,5
3.601,90,6
2.758,90,7
2.354,90,8
2.151,90,9
2.098,90,10
0.13,90,11
0.113,90,12
0.68,90,13
0.14,90,14
0.146,90,15
0.119,90,16
0.873,90,17
1.581,90,18
1.521,90,19
2.173,90,20
3.033,90,21
2.948,90,22
2.92,90,23
2.923,83,0
2.515,83,1
2.843,83,2
1.935,83,3
1.831,83,4
1.617,83,5
1.43,83,6
2.202,83,7
1.481,83,8
1.404,83,9
1.388,83,10
1.41,83,11
1.184,83,12
0.662,83,13
0.124,83,14
0.138,83,15
0.144,83,16
0.125,83,17
0.118,83,18
0.423,83,19
0.985,83,20
0.59,83,21
0.394,83,22
0.411,83,23
0.426,83,0
0.372,83,1
0.153,83,2
0.298,83,3
0.871,83,4
0.143,83,5
0.328,83,6
0.134,83,7
0.274,83,8
0.142,83,9
0.129,83,10
2.31,83,11
1.003,83,12
1.889,83,13
2.742,83,14
2.323,83,15
0.139,83,16
1.18,83,17
1.089,83,18
1.434,83,19
1.299,83,20
1.557,83,21
3.509,83,22
1.671,83,23
1.858,78,0
0.513,78,1
1.011,78,2
0.388,78,3
0.414,78,4
0.495,78,5
0.446,78,6
0.42,78,7
0.601,78,8
0.377,78,9
0.544,78,10
2.282,78,11
0.728,78,12
4.483,78,14
1.063,78,15
2.964,78,20
5.889,82,1
1.661,82,2
0.081,82,3
0.617,82,4
1.881,82,9
5.084,82,13
2.082,82,14
1.729,82,15
3.033,82,16
1.063,82,17
0.497,82,18
0.941,82,19
2.511,84,2
0.885,84,4
1.354,84,7
1.606,84,11
3.263,84,12
1.659,84,13
3.04,84,14
0.23,84,15
0.417,84,16
0.346,84,17
2.164,84,18
1.374,84,19
0.475,84,20
6.246,78,0
1.505,78,1
0.767,78,2
1.454,78,6
0.131,78,7
1.524,78,10
2.068,78,15
2.432,76,16
1.177,76,17
0.119,76,18
0.562,76,20
0.314,76,21
1.252,80,1
2.567,80,2
0.784,80,4
1.81,80,9
2.113,80,13
6.253,80,16
2.254,80,17
1.528,80,18
0.984,80,19
1.304,80,20
1.261,80,21
0.376,80,22
1.168,80,23
2.149,84,3
0.212,84,4
3.565,84,6
2.201,84,10
1.133,84,12
0.341,84,13
2.101,84,14
1.894,84,15
4.163,84,16
0.093,84,17
3.033,84,19
2.011,84,20
1.484,84,21
1.449,84,22
1.047,84,23
0.906,85,0
0.747,85,1
4.757,85,2
1.737,85,3
1.621,85,4
0.02,85,5
3.077,85,10
1.791,85,12
0.42,85,13
2.96,85,15
4.93,85,19
3.102,85,21
2.359,85,23
1.015,86,0
1.675,86,1
0.571,86,2
5.541,86,4
1.036,86,9
4.867,86,14
3.867,86,15
2.972,86,16
3.81,86,17
2.596,86,18
2.309,86,19
3.545,86,20
0.037,86,21
2.705,86,23
1.976,82,2
2.154,82,4
1.75,82,5
2.091,82,7
2.062,82,10
0.412,82,11
1.603,82,12
1.134,82,13
0.74,82,14
0.918,82,15
1.538,82,16
4.287,82,17
3.483,82,18
3.475,82,19
2.021,82,20
1.737,82,21
1.986,82,22
1.377,82,23
1.162,82,0
1.028,82,1
0.694,82,2
1.243,82,3
1.363,82,4
1.365,82,7
2.999,82,11
2.351,82,12
2.141,82,13
2.183,82,14
0.736,82,15
0.669,82,16
2.117,82,17
2.036,82,18
1.754,82,19
1.711,82,20
1.656,82,21
1.475,82,22
1.249,82,23
1.178,85,0
3.436,85,1
1.376,85,2
0.884,85,3
1.633,85,8
1.725,85,10
1.365,85,11
1.411,85,12
0.454,85,13
1.381,85,17
3.813,85,18
0.773,85,19
2.543,85,22
1.622,82,4
1.568,82,5
2.434,82,6
2.055,82,12
5.302,82,15
0.789,82,16
1.305,82,18
2.389,80,1
3.873,80,2
3.036,80,3
1.691,80,4
0.697,80,5
3.516,80,11
1.424,80,12
0.791,80,13
2.108,80,14
2.005,80,15
0.829,80,18
4.412,89,0
3.108,89,4
0.716,89,5
2.114,89,6
1.732,89,8
2.887,89,11
0.835,89,12
1.203,89,13
3.243,89,14
2.02,89,15
0.6,89,16
1.888,89,17
1.457,89,18
1.555,89,19
1.74,89,20
3.737,89,21
2.971,89,22
3.775,89,23
4.061,82,0
0.428,82,1
0.113,82,2
0.141,82,3
0.591,82,4
0.309,82,5
0.412,82,6
0.43,82,7
0.117,82,8
0.386,82,9
0.416,82,10
0.63,82,11
0.383,82,12
0.413,82,13
0.661,82,14
0.73,82,15
1.271,82,16
1.501,82,17
1.741,82,18
0.925,82,19
0.635,82,20
0.501,82,21
0.366,82,22
0.396,82,23
0.425,78,0
0.337,78,1
0.978,78,2
0.231,78,3
0.204,78,4
0.141,78,5
0.159,78,6
0.127,78,7
0.118,78,8
0.355,78,9
0.49,78,10
0.11,78,11
0.142,78,12
0.13,78,13
0.109,78,14
0.377,78,15
0.589,78,16
1.521,78,17
0.988,78,18
1.229,78,19
1.303,78,20
1.25,78,21
0.819,78,22
0.848,78,23
0.563,81,0
2.359,81,1
0.249,81,2
0.157,81,3
0.224,81,4
0.186,81,5
0.286,81,6
0.717,81,7
0.168,81,8
0.116,81,9
0.114,81,10
0.149,81,11
0.122,81,12
0.108,81,13
0.144,81,14
0.966,81,15
0.994,81,16
0.889,81,17
1.462,81,18
1.482,81,19
1.422,81,20
1.386,81,21
0.722,81,22
1.607,81,23
0.441,82,0
1.252,82,1
0.131,82,2
0.313,82,3
0.394,82,4
0.393,82,5
0.395,82,6
0.161,82,7
0.32,82,8
0.267,82,9
0.839,82,10
0.287,82,11
0.289,82,12
2.374,82,13
0.922,82,14
1.114,82,15
1.795,82,16
2.205,82,17
2.092,82,18
0.403,82,19
1.044,82,20
3.17,82,21
1.748,82,22
1.726,82,23
2.011,82,0
2.175,82,1
1.495,82,2
1.724,82,3
0.685,82,4
0.849,82,5
0.661,82,6
0.911,82,7
0.709,82,8
0.453,82,9
0.418,82,10
1.194,82,11
1.247,82,12
0.741,82,13
0.953,82,14
1.606,82,15
0.167,82,16
1.13,82,17
2.711,82,18
1.797,82,19
3.448,82,20
3.405,82,21
1.666,82,22
0.689,82,23
0.566,76,0
0.482,76,1
1.806,76,2
1.36,76,3
0.148,76,4
0.305,76,5
0.406,76,6
0.226,76,7
0.372,76,8
0.271,76,9
0.668,76,10
0.682,76,11
0.214,76,12
2.088,76,13
0.8,76,14
0.136,76,15
0.524,76,16
1.401,76,17
0.811,76,18
1.163,76,19
1.147,76,20
1.601,76,21
2.037,76,22
1.244,76,23
1.555,76,0
1.472,76,1
0.782,76,2
0.483,76,3
0.987,76,4
0.395,76,5
0.138,76,6
0.455,76,7
0.383,76,8
0.615,76,9
0.307,76,10
0.134,76,11
1.091,76,12
0.332,76,13
1.085,76,14
1.188,76,15
2.291,76,16
2.552,76,17
0.567,76,18
2.504,76,19
1.929,76,20
1.61,76,21
1.876,76,22
1.725,76,23
0.556,75,0
0.757,75,1
1.474,75,2
0.644,75,3
0.13,75,4
0.129,75,5
0.296,75,6
0.406,75,7
0.464,75,8
0.22,75,9
0.365,75,10
0.831,75,11
0.539,75,12
0.533,75,13
1.38,75,14
1.646,75,15
1.413,75,16
2.951,75,17
0.875,75,18
0.421,75,19
0.418,75,20
0.133,75,21
0.866,75,22
1.543,75,23
1.915,77,0
0.705,77,1
1.295,77,2
2.741,77,3
0.743,77,4
0.482,77,5
0.346,77,6
0.404,77,7
0.405,77,8
0.562,77,9
0.299,77,10
1.297,77,11
0.974,77,12
2.92,77,13
3.768,77,14
2.616,77,15
0.206,77,16
1.063,77,17
1.47,77,18
1.106,77,19
1.77,77,20
3.184,77,21
0.672,77,22
0.986,77,23
0.757,79,0
2.45,79,1
1.609,79,2
2.961,79,3
1.548,79,4
0.445,79,5
0.426,79,6
0.866,79,7
0.416,79,8
0.306,79,9
0.279,79,10
0.41,79,11
0.855,79,12
1.229,79,13
1.961,79,14
3.334,79,15
1.129,79,16
1.234,79,17
1.95,79,18
1.589,79,19
3.237,79,20
3.14,79,21
1.987,79,22
2.139,79,23
0.158,83,0
0.601,83,1
3.074,83,2
1.032,83,3
0.719,83,4
0.404,83,5
0.528,83,6
1.04,83,7
0.416,83,8
0.387,83,9
0.406,83,10
0.408,83,11
1.399,83,12
2.516,83,13
2.956,83,14
2.631,83,15
2.845,83,16
1.048,83,17
0.927,83,18
1.15,83,19
0.962,83,20
1.262,83,21
1.865,83,22
1.276,83,23
1.003,86,0
1.44,86,1
0.131,86,2
1.933,86,3
2.228,86,4
1.829,86,5
0.934,86,6
0.775,86,7
1.225,86,8
0.737,86,9
0.648,86,10
0.728,86,11
1.369,86,12
2.284,86,13
2.361,86,14
4.265,86,15
2.817,86,16
1.042,86,17
1.225,86,18
1.894,86,19
3.184,86,20
2.716,86,21
2.199,86,22
2.581,86,23
3.493,80,0
3.548,80,1
2.402,80,2
2.827,80,3
2.411,80,4
1.281,80,5
0.145,80,6
0.452,80,7
1.331,80,8
0.611,80,9
0.145,80,10
1.213,80,11
2.311,80,12
3.14,80,13
2.629,80,14
1.324,80,15
1.08,80,16
1.199,80,17
1.253,80,18
1.199,80,19
1.63,80,20
1.408,80,21
2.02,80,22
0.903,80,23
0.741,78,0
0.56,78,1
0.134,78,2
0.627,78,3
0.161,78,4
0.154,78,5
0.136,78,6
0.166,78,7
0.152,78,8
0.614,78,9
0.692,78,10
0.154,78,11
0.121,78,12
0.148,78,13
0.132,78,14
0.12,78,15
0.16,78,16
0.724,78,17
0.135,78,18
0.309,78,19
1.495,78,20
2.262,78,21
1.513,78,22
1.268,78,23
0.81,81,0
1.369,81,1
0.144,81,2
0.157,81,3
0.122,81,4
0.151,81,5
0.178,81,6
0.139,81,7
0.708,81,8
1.111,81,9
0.406,81,10
0.375,81,11
0.165,81,12
0.135,81,13
0.124,81,14
0.714,81,15
0.144,81,16
0.127,81,17
0.153,81,18
0.432,81,19
1.964,81,20
2.3,81,21
2.224,81,22
1.07,81,23
2.33,84,0
1.668,84,1
2.206,84,2
1.389,84,3
0.427,84,4
0.724,84,5
0.868,84,6
0.738,84,7
0.507,84,8
0.496,84,9
0.739,84,10
0.595,84,11
2.473,84,12
1.129,84,13
2.135,84,14
1.708,84,15
0.671,84,16
1.542,84,17
1.435,84,18
1.683,84,19
1.933,84,20
1.393,84,21
1.759,84,22
2.564,84,23
1.406,85,0
2.387,85,1
1.117,85,2
2.095,85,3
1.838,85,4
0.796,85,5
0.755,85,6
1.079,85,7
0.547,85,8
0.454,85,9
0.405,85,10
0.121,85,11
0.827,85,12
1.064,85,13
0.206,85,14
2.856,85,15
0.65,85,16
2.146,85,17
2.333,85,18
0.81,85,19
1.09,85,20
1.034,85,21
1.307,85,22
1.377,85,23
2.475,85,0
2.21,85,1
0.378,85,2
2.893,85,3
1.635,85,4
0.877,85,5
0.775,85,6
0.876,85,7
0.43,85,8
0.688,85,9
0.388,85,10
0.34,85,11
0.964,85,12
0.616,85,13
2.314,85,14
1.737,85,15
0.997,85,16
1.582,85,17
1.612,85,18
1.743,85,19
3.07,85,20
2.757,85,21
1.177,85,22
1.385,85,23
2.628,72,0
1.464,72,1
0.557,72,2
1.794,72,3
0.935,72,4
1.185,72,5
0.787,72,6
1.202,72,7
0.439,72,8
0.545,72,9
0.184,72,10
0.382,72,11
0.129,72,12
1.877,72,13
0.678,72,14
0.843,72,15
2.385,72,16
1.18,72,17
1.168,72,18
0.182,72,19
1.228,72,20
2.652,72,21
0.351,72,22
2.168,72,23
0.529,75,0
1.632,75,1
0.546,75,2
1.213,75,3
1.108,75,4
0.2,75,5
0.787,75,6
0.329,75,7
0.17,75,8
0.288,75,9
0.125,75,10
0.753,75,11
0.25,75,12
1.481,75,13
0.144,75,14
0.156,75,15
0.597,75,16
0.142,75,17
0.162,75,18
0.133,75,19
0.299,75,20
2.715,75,21
0.818,75,22
0.631,75,23
0.598,74,0
0.218,74,1
0.587,74,2
0.634,74,3
1.305,74,4
1.097,74,5
0.6,74,6
0.65,74,7
0.489,74,8
0.446,74,9
0.243,74,10
0.425,74,11
0.721,74,12
0.55,74,13
1.152,74,14
1.418,74,15
2.835,74,16
3.41,74,17
0.472,74,18
0.909,74,19
1.496,74,20
2.935,74,21
2.107,74,22
1.462,74,23
1.669,72,0
0.892,72,1
0.353,72,2
0.617,72,3
2.042,72,4
0.431,72,5
0.168,72,6
0.301,72,7
0.329,72,8
0.163,72,9
0.292,72,10
0.899,72,11
0.719,72,12
0.196,72,13
1.948,72,14
2.358,72,15
0.698,72,16
0.161,72,17
0.163,72,18
0.802,72,19
0.202,72,20
0.619,72,21
0.688,72,22
0.838,72,23
0.543,78,0
0.56,78,1
1.32,78,2
1.162,78,3
0.409,78,4
0.212,78,5
0.356,78,6
0.398,78,7
0.39,78,8
0.167,78,9
0.884,78,10
0.361,78,11
0.728,78,12
2.211,78,13
0.812,78,14
2.183,78,15
2.163,78,16
0.147,78,17
0.732,78,18
1.291,78,19
0.866,78,20
1.506,78,21
0.928,78,22
2.073,78,23
1.088,83,0
1.874,83,1
0.328,83,2
1.802,83,3
0.695,83,4
0.487,83,5
0.842,83,6
0.401,83,7
0.389,83,8
0.385,83,9
0.395,83,10
0.403,83,11
0.661,83,12
1.601,83,13
0.618,83,14
3.243,83,15
1.137,83,16
1.478,83,17
2.259,83,18
3.246,83,19
3.448,83,20
2.578,83,21
2.474,83,22
1.242,83,23
0.521,79,0
1.206,79,1
2.052,79,2
1.848,79,3
0.843,79,4
0.904,79,5
1.182,79,6
0.709,79,7
0.597,79,8
0.489,79,9
0.159,79,10
0.14,79,11
0.673,79,12
0.95,79,13
1.729,79,14
0.152,79,15
0.541,79,16
0.826,79,17
1.131,79,18
0.846,79,19
1.114,79,20
1.007,79,21
1.327,79,22
0.721,79,23
1.195,80,0
0.44,80,1
0.831,80,2
